id,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,n_experience_level,n_employment_type,n_company_size
139,2021,EN,FT,"Data Scientist",80000,USD,80000,US,100,US,M,0,3,2
143,2021,MI,FT,"Data Scientist",82500,USD,82500,US,100,US,S,1,3,1
151,2021,MI,FT,"Data Scientist",150000,USD,150000,US,100,US,M,1,3,2
152,2021,MI,FT,"Data Scientist",95000,CAD,75774,CA,100,CA,L,1,3,3
153,2021,EN,FT,"Data Scientist",13400,USD,13400,UA,100,UA,L,0,3,3
156,2021,MI,FT,"Data Scientist",160000,SGD,119059,SG,100,IL,M,1,3,2
176,2021,MI,FT,"Data Scientist",58000,MXN,2859,MX,0,MX,S,1,3,1
177,2021,MI,FT,"Data Scientist",30400000,CLP,40038,CL,100,CL,L,1,3,3
179,2021,MI,FT,"Data Scientist",420000,INR,5679,IN,100,US,S,1,3,1
181,2021,MI,FT,"Data Scientist",76760,EUR,90734,DE,50,DE,L,1,3,3
195,2021,MI,FT,"Data Scientist",147000,USD,147000,US,50,US,L,1,3,3
200,2021,MI,FT,"Data Scientist",52000,EUR,61467,DE,50,AT,M,1,3,2
202,2021,MI,FT,"Data Scientist",32000,EUR,37825,ES,100,ES,L,1,3,3
204,2021,MI,FT,"Data Scientist",160000,USD,160000,US,100,US,L,1,3,3
205,2021,MI,FT,"Data Scientist",69600,BRL,12901,BR,0,BR,S,1,3,1
217,2021,MI,FT,"Data Scientist",76760,EUR,90734,DE,50,DE,L,1,3,3
221,2021,MI,FT,"Data Scientist",85000,GBP,116914,GB,50,GB,L,1,3,3
222,2021,MI,FT,"Data Scientist",2500000,INR,33808,IN,0,IN,M,1,3,2
223,2021,MI,FT,"Data Scientist",40900,GBP,56256,GB,50,GB,L,1,3,3
226,2021,SE,FT,"Data Scientist",110000,CAD,87738,CA,100,CA,S,2,3,1
227,2021,MI,FT,"Data Scientist",75000,EUR,88654,DE,50,DE,L,1,3,3
228,2021,SE,FT,"Data Scientist",135000,USD,135000,US,0,US,L,2,3,3
237,2021,MI,FT,"Data Scientist",39600,EUR,46809,ES,100,ES,M,1,3,2
238,2021,EN,FT,"Data Scientist",4000,USD,4000,VN,0,VN,M,0,3,2
240,2021,SE,FT,"Data Scientist",130000,CAD,103691,CA,100,CA,L,2,3,3
243,2021,SE,FT,"Data Scientist",165000,USD,165000,US,100,US,L,2,3,3
246,2021,EN,FT,"Data Scientist",31000,EUR,36643,FR,50,FR,L,0,3,3
250,2021,MI,FT,"Data Scientist",115000,USD,115000,US,50,US,L,1,3,3
251,2021,EN,FT,"Data Scientist",90000,USD,90000,US,100,US,S,0,3,1
253,2021,EN,FT,"Data Scientist",2100000,INR,28399,IN,100,IN,M,0,3,2
260,2021,MI,FT,"Data Scientist",130000,USD,130000,US,50,US,L,1,3,3
262,2021,MI,FT,"Data Scientist",1250000,INR,16904,IN,100,IN,S,1,3,1
264,2021,MI,FT,"Data Scientist",21600,EUR,25532,RS,100,DE,S,1,3,1
274,2021,SE,FT,"Data Scientist",65720,EUR,77684,FR,50,FR,M,2,3,2
275,2021,EN,FT,"Data Scientist",100000,USD,100000,US,100,US,M,0,3,2
276,2021,EN,FT,"Data Scientist",58000,USD,58000,US,50,US,L,0,3,3
278,2021,SE,FT,"Data Scientist",180000,TRY,20171,TR,50,TR,L,2,3,3
287,2021,MI,FT,"Data Scientist",109000,USD,109000,US,50,US,L,1,3,3
292,2022,MI,FT,"Data Scientist",130000,USD,130000,US,0,US,M,1,3,2
293,2022,MI,FT,"Data Scientist",90000,USD,90000,US,0,US,M,1,3,2
298,2022,SE,FT,"Data Scientist",136620,USD,136620,US,100,US,M,2,3,2
299,2022,SE,FT,"Data Scientist",99360,USD,99360,US,100,US,M,2,3,2
300,2022,SE,FT,"Data Scientist",90000,GBP,117789,GB,0,GB,M,2,3,2
301,2022,SE,FT,"Data Scientist",80000,GBP,104702,GB,0,GB,M,2,3,2
302,2022,SE,FT,"Data Scientist",146000,USD,146000,US,100,US,M,2,3,2
303,2022,SE,FT,"Data Scientist",123000,USD,123000,US,100,US,M,2,3,2
311,2022,MI,FT,"Data Scientist",50000,GBP,65438,GB,0,GB,M,1,3,2
312,2022,MI,FT,"Data Scientist",30000,GBP,39263,GB,0,GB,M,1,3,2
315,2022,SE,FT,"Data Scientist",165220,USD,165220,US,100,US,M,2,3,2
317,2022,SE,FT,"Data Scientist",120160,USD,120160,US,100,US,M,2,3,2
323,2022,SE,FT,"Data Scientist",180000,USD,180000,US,0,US,L,2,3,3
324,2022,SE,FT,"Data Scientist",120000,USD,120000,US,0,US,L,2,3,3
347,2022,SE,FT,"Data Scientist",95550,USD,95550,US,0,US,M,2,3,2
352,2022,SE,FT,"Data Scientist",167000,USD,167000,US,100,US,M,2,3,2
353,2022,SE,FT,"Data Scientist",123000,USD,123000,US,100,US,M,2,3,2
356,2022,SE,FT,"Data Scientist",150000,USD,150000,US,0,US,M,2,3,2
357,2022,SE,FT,"Data Scientist",211500,USD,211500,US,100,US,M,2,3,2
365,2022,SE,FT,"Data Scientist",138600,USD,138600,US,100,US,M,2,3,2
369,2022,SE,FT,"Data Scientist",170000,USD,170000,US,100,US,M,2,3,2
370,2022,SE,FT,"Data Scientist",123000,USD,123000,US,100,US,M,2,3,2
398,2022,SE,FT,"Data Scientist",215300,USD,215300,US,100,US,L,2,3,3
399,2022,SE,FT,"Data Scientist",158200,USD,158200,US,100,US,L,2,3,3
409,2022,SE,FT,"Data Scientist",180000,USD,180000,US,100,US,M,2,3,2
410,2022,MI,FT,"Data Scientist",55000,GBP,71982,GB,0,GB,M,1,3,2
411,2022,MI,FT,"Data Scientist",35000,GBP,45807,GB,0,GB,M,1,3,2
416,2022,SE,FT,"Data Scientist",260000,USD,260000,US,100,US,M,2,3,2
423,2022,SE,FT,"Data Scientist",180000,USD,180000,US,0,US,M,2,3,2
424,2022,SE,FT,"Data Scientist",80000,USD,80000,US,0,US,M,2,3,2
428,2022,SE,FT,"Data Scientist",140400,USD,140400,US,0,US,L,2,3,3
444,2022,SE,FT,"Data Scientist",215300,USD,215300,US,0,US,L,2,3,3
459,2022,MI,FT,"Data Scientist",2400000,INR,31615,IN,100,IN,L,1,3,3
463,2022,EN,FT,"Data Scientist",1400000,INR,18442,IN,100,IN,M,0,3,2
467,2022,SE,FT,"Data Scientist",104890,USD,104890,US,100,US,M,2,3,2
469,2022,SE,FT,"Data Scientist",140000,USD,140000,US,100,US,M,2,3,2
472,2022,SE,FT,"Data Scientist",220000,USD,220000,US,100,US,M,2,3,2
473,2022,SE,FT,"Data Scientist",140000,USD,140000,US,100,US,M,2,3,2
474,2022,MI,FT,"Data Scientist",140000,GBP,183228,GB,0,GB,M,1,3,2
475,2022,MI,FT,"Data Scientist",70000,GBP,91614,GB,0,GB,M,1,3,2
476,2022,SE,FT,"Data Scientist",185100,USD,185100,US,100,US,M,2,3,2
478,2022,MI,FT,"Data Scientist",200000,USD,200000,US,100,US,M,1,3,2
479,2022,MI,FT,"Data Scientist",120000,USD,120000,US,100,US,M,1,3,2
486,2022,SE,FT,"Data Scientist",230000,USD,230000,US,100,US,M,2,3,2
487,2022,EN,PT,"Data Scientist",100000,USD,100000,DZ,50,DZ,M,0,2,2
488,2022,MI,FL,"Data Scientist",100000,USD,100000,CA,100,US,M,1,0,2
492,2022,MI,FT,"Data Scientist",150000,PLN,35590,PL,100,PL,L,1,3,3
494,2022,SE,FT,"Data Scientist",100000,USD,100000,BR,100,US,M,2,3,2
497,2022,SE,FT,"Data Scientist",165000,USD,165000,US,100,US,M,2,3,2
499,2022,EN,FT,"Data Scientist",66500,CAD,52396,CA,100,CA,L,0,3,3
502,2022,EN,FT,"Data Scientist",40000,USD,40000,JP,100,MY,L,0,3,3
505,2022,EN,FT,"Data Scientist",120000,AUD,86703,AU,50,AU,M,0,3,2
515,2022,MI,FT,"Data Scientist",48000,USD,48000,RU,100,US,S,1,3,1
518,2022,MI,FT,"Data Scientist",115000,CHF,122346,CH,0,CH,L,1,3,3
520,2022,MI,FT,"Data Scientist",88000,CAD,69336,CA,100,CA,M,1,3,2
524,2022,MI,FT,"Data Scientist",135000,USD,135000,US,100,US,L,1,3,3
526,2022,MI,FT,"Data Scientist",78000,USD,78000,US,100,US,M,1,3,2
538,2022,MI,FT,"Data Scientist",141300,USD,141300,US,0,US,M,1,3,2
539,2022,MI,FT,"Data Scientist",102100,USD,102100,US,0,US,M,1,3,2
550,2022,SE,FT,"Data Scientist",205300,USD,205300,US,0,US,L,2,3,3
551,2022,SE,FT,"Data Scientist",140400,USD,140400,US,0,US,L,2,3,3
552,2022,SE,FT,"Data Scientist",176000,USD,176000,US,100,US,M,2,3,2
553,2022,SE,FT,"Data Scientist",144000,USD,144000,US,100,US,M,2,3,2
558,2022,SE,FT,"Data Scientist",205300,USD,205300,US,0,US,M,2,3,2
559,2022,SE,FT,"Data Scientist",140400,USD,140400,US,0,US,M,2,3,2
569,2022,SE,FT,"Data Scientist",140000,USD,140000,US,100,US,M,2,3,2
570,2022,SE,FT,"Data Scientist",210000,USD,210000,US,100,US,M,2,3,2
571,2022,SE,FT,"Data Scientist",140000,USD,140000,US,100,US,M,2,3,2
574,2022,SE,FT,"Data Scientist",210000,USD,210000,US,100,US,M,2,3,2
575,2022,SE,FT,"Data Scientist",140000,USD,140000,US,100,US,M,2,3,2
576,2022,SE,FT,"Data Scientist",210000,USD,210000,US,100,US,M,2,3,2
587,2022,SE,FT,"Data Scientist",140000,USD,140000,US,100,US,M,2,3,2
592,2022,SE,FT,"Data Scientist",230000,USD,230000,US,100,US,M,2,3,2
593,2022,SE,FT,"Data Scientist",150000,USD,150000,US,100,US,M,2,3,2
596,2022,SE,FT,"Data Scientist",210000,USD,210000,US,100,US,M,2,3,2
598,2022,MI,FT,"Data Scientist",160000,USD,160000,US,100,US,M,1,3,2
599,2022,MI,FT,"Data Scientist",130000,USD,130000,US,100,US,M,1,3,2
